,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1340,Xavier Munford,SG,23.0,MEM,14.0,244.0,9.9,0.48100000000000004,0.299,0.182,1.3,13.7,7.2,14.3,2.7,1.1,15.3,18.0,-0.2,0.2,0.1,0.017,-2.9,-0.1,-3.1,-0.1
1341,Mike Muscala,C,24.0,ATL,60.0,565.0,13.6,0.5760000000000001,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,0.7,0.9,1.6,0.136,-2.0,1.5,-0.5,0.2
1342,Larry Nance,PF,23.0,LAL,63.0,1266.0,13.4,0.544,0.033,0.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,1.3,0.9,2.2,0.083,-2.0,0.6,-1.4,0.2
1343,Shabazz Napier,PG,24.0,ORL,55.0,600.0,9.6,0.46,0.517,0.22399999999999998,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,-0.3,0.4,0.1,0.004,-2.3,-2.6,-4.9,-0.4
1344,Gary Neal,SG,31.0,WAS,40.0,807.0,13.5,0.5579999999999999,0.308,0.16899999999999998,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,0.9,0.5,1.4,0.085,-0.5,-2.3,-2.8,-0.2
1345,Jameer Nelson,PG,33.0,DEN,39.0,1036.0,9.5,0.46399999999999997,0.469,0.114,2.0,10.4,6.2,27.3,1.2,0.4,17.0,16.4,0.1,0.4,0.5,0.024,-1.2,-1.9,-3.1,-0.3
1346,Raul Neto,PG,23.0,UTA,81.0,1499.0,10.2,0.53,0.38799999999999996,0.16699999999999998,1.3,8.0,4.7,18.7,2.2,0.1,19.5,17.2,0.2,1.6,1.8,0.057999999999999996,-1.6,-0.7,-2.3,-0.1
1347,Andrew Nicholson,PF,26.0,ORL,56.0,823.0,14.8,0.5670000000000001,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,0.8,0.8,1.6,0.092,-1.7,-2.0,-3.7,-0.4
1348,Joakim Noah,C,30.0,CHI,29.0,635.0,14.1,0.406,0.008,0.33799999999999997,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,0.0,1.1,1.1,0.079,-2.3,4.3,1.9,0.6
1349,Nerlens Noel,C,21.0,PHI,67.0,1965.0,16.2,0.544,0.003,0.387,8.2,22.2,15.0,10.5,2.9,3.9,18.7,18.8,0.3,2.8,3.0,0.07400000000000001,-2.7,3.4,0.7,1.3
1350,Lucas Nogueira,C,23.0,TOR,29.0,225.0,15.6,0.642,0.068,0.341,9.3,14.0,11.7,4.9,2.8,4.4,17.9,12.4,0.3,0.4,0.7,0.154,-0.4,2.9,2.6,0.3
1351,Steve Novak,PF,32.0,TOT,10.0,44.0,14.4,0.6509999999999999,0.833,0.055999999999999994,0.0,12.0,6.2,0.0,0.0,0.0,5.1,19.2,0.1,0.0,0.1,0.121,1.3,-8.0,-6.6,-0.1
1352,Dirk Nowitzki,PF,37.0,DAL,75.0,2364.0,19.0,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,4.2,2.6,6.8,0.138,1.2,-0.3,0.9,1.7
1353,Jusuf Nurkic,C,21.0,DEN,32.0,547.0,16.0,0.46,0.012,0.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,-0.5,0.9,0.4,0.031,-4.1,2.8,-1.3,0.1
1354,J.J. O'Brien,SF,23.0,UTA,2.0,6.0,1.3,0.0,0.0,0.0,0.0,19.4,9.7,0.0,8.8,0.0,0.0,7.7,0.0,0.0,0.0,-0.027999999999999997,-10.2,5.5,-4.7,0.0
1355,Johnny O'Bryant,PF,22.0,MIL,66.0,857.0,7.4,0.441,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12.0,13.5,-0.2,0.4,0.3,0.013999999999999999,-4.3,-1.7,-6.0,-0.9
1356,Kyle O'Quinn,PF,25.0,NYK,65.0,764.0,17.5,0.52,0.081,0.221,11.0,24.5,17.9,15.9,1.3,4.9,17.0,21.2,0.5,1.2,1.6,0.10300000000000001,-1.8,2.5,0.7,0.5
1357,Jahlil Okafor,C,20.0,PHI,53.0,1591.0,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037000000000000005,-2.6,-1.5,-4.1,-0.8
1358,Victor Oladipo,SG,23.0,ORL,72.0,2379.0,16.7,0.534,0.29100000000000004,0.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,2.2,2.7,4.9,0.099,1.0,0.8,1.8,2.3
1359,Kelly Olynyk,C,24.0,BOS,69.0,1395.0,16.3,0.561,0.37799999999999995,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,2.1,2.0,4.1,0.141,0.8,0.4,1.2,1.1
1360,Kelly Oubre,SF,20.0,WAS,63.0,671.0,8.2,0.507,0.374,0.23199999999999998,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-0.3,0.7,0.4,0.031,-4.3,-1.6,-5.8,-0.7
1361,Zaza Pachulia,C,31.0,DAL,76.0,2004.0,16.2,0.55,0.006,0.5870000000000001,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,3.4,2.7,6.0,0.145,-0.8,2.2,1.4,1.7
1362,Kostas Papanikolaou,SF,25.0,DEN,26.0,294.0,6.0,0.46399999999999997,0.485,0.212,3.0,12.3,7.5,7.8,2.2,1.4,22.5,13.9,-0.4,0.2,-0.1,-0.022000000000000002,-4.5,0.1,-4.3,-0.2
1363,Jabari Parker,PF,20.0,MIL,76.0,2408.0,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,0.07200000000000001,-0.9,-1.5,-2.4,-0.2
1364,Tony Parker,PG,33.0,SAS,72.0,1980.0,16.2,0.546,0.092,0.24100000000000002,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,2.9,2.9,5.8,0.142,0.4,-0.3,0.1,1.0
1365,Chandler Parsons,SF,27.0,DAL,61.0,1799.0,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,2.6,1.6,4.3,0.114,1.6,0.3,1.9,1.8
1366,Lamar Patterson,SG,24.0,ATL,35.0,395.0,5.1,0.46799999999999997,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-4.6,-0.3,-4.9,-0.3
1367,Patrick Patterson,PF,26.0,TOR,79.0,2020.0,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,1.6,2.0,3.6,0.086,0.4,0.6,1.0,1.5
1368,Chris Paul,PG,30.0,LAC,74.0,2420.0,26.2,0.575,0.295,0.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,9.2,3.5,12.7,0.253,7.3,0.5,7.8,6.0
1369,Adreian Payne,PF,24.0,MIN,52.0,486.0,5.6,0.42200000000000004,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,-0.9,0.4,-0.5,-0.047,-5.9,-0.2,-6.1,-0.5
1370,Cameron Payne,PG,21.0,OKC,57.0,698.0,12.9,0.49,0.39899999999999997,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.09300000000000001,-0.4,-0.9,-1.3,0.1
1371,Elfrid Payton,PG,21.0,ORL,73.0,2145.0,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,0.5,1.7,2.2,0.05,-0.9,-0.5,-1.3,0.4
1372,Nikola Pekovic,C,30.0,MIN,12.0,156.0,6.5,0.45899999999999996,0.0,0.4,5.3,10.3,7.8,10.7,0.3,0.0,13.3,19.5,-0.1,0.0,-0.1,-0.022000000000000002,-4.7,-3.5,-8.2,-0.2
1373,Kendrick Perkins,C,31.0,NOP,37.0,542.0,6.0,0.529,0.0,0.33299999999999996,4.9,21.8,13.1,7.9,1.0,1.7,32.3,10.4,-0.4,0.4,-0.1,-0.006999999999999999,-5.6,1.3,-4.3,-0.3
1374,Paul Pierce,SF,38.0,LAC,68.0,1231.0,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12.0,17.8,-0.6,1.4,0.9,0.033,-2.5,-0.3,-2.8,-0.3
1375,Tibor Pleiss,C,26.0,UTA,12.0,82.0,3.5,0.46399999999999997,0.08,0.08,8.6,12.8,10.7,4.0,0.6,2.1,23.6,19.1,-0.2,0.1,-0.1,-0.040999999999999995,-7.0,-1.1,-8.1,-0.1
1376,Mason Plumlee,C,25.0,POR,82.0,2084.0,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,3.4,2.7,6.1,0.14,-0.2,3.0,2.8,2.5
1377,Miles Plumlee,C,27.0,MIL,61.0,870.0,17.4,0.606,0.0,0.253,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,1.4,0.8,2.2,0.124,-1.4,-0.4,-1.8,0.0
1378,Otto Porter,SF,22.0,WAS,75.0,2276.0,14.5,0.564,0.37200000000000005,0.17600000000000002,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3.0,2.7,5.6,0.11900000000000001,0.8,1.0,1.8,2.2
1379,Bobby Portis,PF,20.0,CHI,62.0,1102.0,13.8,0.469,0.11900000000000001,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-2.4,-0.9,-3.3,-0.4
1380,Kristaps Porzingis,PF,20.0,NYK,72.0,2047.0,17.7,0.518,0.27399999999999997,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,4.4,0.102,-0.8,0.9,0.2,1.1
1381,Dwight Powell,PF,24.0,DAL,69.0,992.0,16.8,0.557,0.054000000000000006,0.48,9.3,20.9,15.1,7.2,1.8,2.0,10.0,18.4,1.8,1.3,3.1,0.151,-1.3,1.0,-0.3,0.4
1382,Norman Powell,SG,22.0,TOR,49.0,725.0,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.3,-0.1,-0.4,0.3
1383,Phil Pressey,PG,24.0,TOT,23.0,283.0,10.6,0.433,0.231,0.321,1.1,11.1,6.0,40.7,3.1,1.1,27.0,18.7,-0.4,0.3,-0.1,-0.017,-4.8,-1.5,-6.4,-0.3
1384,Ronnie Price,PG,32.0,PHO,62.0,1211.0,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,0.4,1.0,1.4,0.055999999999999994,-0.7,-0.1,-0.8,0.4
1385,Pablo Prigioni,PG,38.0,LAC,59.0,823.0,10.2,0.48200000000000004,0.6459999999999999,0.054000000000000006,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,0.3,1.1,1.5,0.087,-1.1,1.5,0.4,0.5
1386,Tayshaun Prince,SF,35.0,MIN,77.0,1462.0,6.3,0.466,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,0.1,0.3,0.4,0.013999999999999999,-2.9,-0.2,-3.1,-0.4
1387,Julius Randle,PF,21.0,LAL,81.0,2286.0,13.9,0.48200000000000004,0.043,0.32299999999999995,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,-0.3,1.9,1.6,0.035,-3.7,0.0,-3.6,-0.9
1388,Zach Randolph,PF,34.0,MEM,68.0,2016.0,18.3,0.519,0.028999999999999998,0.23800000000000002,9.7,20.7,15.0,12.9,1.1,0.6,9.5,24.6,2.8,1.5,4.3,0.10300000000000001,0.3,-1.1,-0.8,0.6
1389,J.J. Redick,SG,31.0,LAC,75.0,2097.0,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.5,-2.7,0.8,1.5
1390,Willie Reed,C,25.0,BRK,39.0,426.0,19.2,0.579,0.0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,0.9,0.3,1.2,0.134,-1.2,-0.4,-1.6,0.0
1391,Josh Richardson,SG,22.0,MIA,52.0,1107.0,11.4,0.569,0.423,0.23199999999999998,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,0.2,0.4,0.6,0.7
1392,Austin Rivers,SG,23.0,LAC,67.0,1464.0,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,0.6,1.3,1.9,0.063,-1.2,-1.0,-2.2,-0.1
1393,Andre Roberson,SG,24.0,OKC,70.0,1553.0,10.2,0.5660000000000001,0.376,0.19699999999999998,5.9,11.4,8.8,4.0,1.7,2.0,10.5,9.1,1.8,1.6,3.4,0.105,0.0,1.3,1.4,1.3
1394,Brian Roberts,PG,30.0,TOT,51.0,470.0,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11.0,19.8,0.7,0.3,1.0,0.105,-1.1,-2.8,-3.9,-0.2
1395,Glenn Robinson,SF,22.0,IND,45.0,508.0,11.4,0.508,0.245,0.258,2.6,12.0,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.078,-3.0,0.0,-3.0,-0.1
1396,Nate Robinson,PG,31.0,NOP,2.0,23.0,2.6,0.0,1.0,0.0,0.0,0.0,0.0,21.8,2.2,0.0,0.0,1.9,0.0,0.0,0.0,0.038,-6.1,-4.7,-10.8,-0.1
1397,Thomas Robinson,PF,24.0,BRK,71.0,917.0,14.5,0.45299999999999996,0.003,0.375,16.4,27.8,22.0,7.7,2.1,3.2,16.9,19.8,-0.5,1.1,0.6,0.033,-3.8,0.9,-2.9,-0.2
1398,Rajon Rondo,PG,29.0,SAC,72.0,2537.0,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48.0,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,0.8,0.2,1.0,1.9
1399,Derrick Rose,PG,27.0,CHI,66.0,2097.0,13.4,0.479,0.14300000000000002,0.171,2.4,8.8,5.6,25.5,1.1,0.5,13.4,27.3,-0.8,1.2,0.4,0.009000000000000001,-1.2,-2.1,-3.3,-0.7
1400,Terrence Ross,SF,24.0,TOR,73.0,1747.0,12.9,0.551,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,2.1,1.6,3.6,0.1,1.1,-1.2,-0.2,0.8
1401,Terry Rozier,PG,21.0,BOS,39.0,311.0,5.0,0.326,0.255,0.094,8.1,13.5,10.8,16.5,0.9,0.3,14.7,17.7,-0.6,0.3,-0.3,-0.047,-5.9,-0.8,-6.6,-0.4
1402,Ricky Rubio,PG,25.0,MIN,76.0,2323.0,17.6,0.529,0.324,0.536,2.0,14.1,8.2,41.4,3.5,0.4,21.0,17.7,3.6,2.2,5.8,0.11900000000000001,1.8,0.1,1.9,2.3
1403,Damjan Rudez,SF,29.0,MIN,33.0,277.0,5.5,0.5720000000000001,0.8059999999999999,0.129,2.1,6.2,4.2,5.8,0.5,0.3,16.6,12.7,0.1,0.0,0.1,0.009000000000000001,-1.2,-3.5,-4.7,-0.2
1404,Brandon Rush,SG,30.0,GSW,72.0,1055.0,10.1,0.56,0.604,0.10800000000000001,2.3,15.4,9.2,7.0,0.9,1.6,10.8,12.5,0.8,1.2,2.0,0.09,-1.2,-0.2,-1.3,0.2
1405,D'Angelo Russell,PG,19.0,LAL,80.0,2259.0,13.2,0.507,0.387,0.19899999999999998,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0.0,0.001,-0.2,-1.7,-1.8,0.1
1406,Robert Sacre,C,26.0,LAL,25.0,320.0,10.4,0.474,0.0,0.507,10.4,13.9,12.1,6.9,0.6,2.5,11.6,14.3,0.2,0.1,0.3,0.04,-3.5,-0.8,-4.3,-0.2
1407,JaKarr Sampson,SF,22.0,TOT,73.0,1160.0,8.3,0.504,0.19899999999999998,0.385,4.2,14.0,9.0,6.2,1.0,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.6,-0.8,-5.4,-1.0
1408,Dennis Schroder,PG,22.0,ATL,80.0,1621.0,15.5,0.51,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,-0.2,2.3,2.2,0.064,-0.5,-0.9,-1.4,0.3
1409,Luis Scola,PF,35.0,TOR,76.0,1636.0,13.6,0.523,0.26899999999999996,0.14,6.0,19.0,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.4,-1.2,0.3
1410,Mike Scott,PF,27.0,ATL,75.0,1146.0,14.0,0.575,0.42,0.168,5.2,14.2,9.8,10.5,1.1,1.2,9.4,17.4,1.7,1.5,3.2,0.132,-0.2,-0.4,-0.6,0.4
1411,Thabo Sefolosha,SF,31.0,ATL,75.0,1758.0,12.4,0.578,0.33299999999999996,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,1.3,3.2,4.5,0.122,-1.7,2.8,1.1,1.4
1412,Kevin Seraphin,C,26.0,NYK,48.0,526.0,10.8,0.435,0.01,0.11199999999999999,6.5,19.5,13.1,14.8,0.8,5.2,16.7,22.2,-0.8,0.7,-0.2,-0.015,-5.9,1.5,-4.4,-0.3
1413,Ramon Sessions,PG,29.0,WAS,82.0,1667.0,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22.0,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,-0.3,-1.5,-1.8,0.1
1414,Iman Shumpert,SG,25.0,CLE,54.0,1316.0,8.4,0.475,0.479,0.16699999999999998,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,-0.1,1.8,1.7,0.063,-2.1,1.9,-0.2,0.6
1415,Jonathon Simmons,SG,26.0,SAS,55.0,813.0,11.9,0.586,0.19399999999999998,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2.0,0.11900000000000001,-1.1,0.2,-1.0,0.2
1416,Henry Sims,C,25.0,BRK,14.0,263.0,13.9,0.504,0.0,0.39,8.8,22.2,15.4,5.1,1.7,4.3,11.7,17.3,0.2,0.3,0.4,0.079,-3.5,0.9,-2.6,0.0
1417,Kyle Singler,SF,27.0,OKC,68.0,977.0,6.6,0.48100000000000004,0.439,0.19899999999999998,5.9,9.6,7.9,3.2,1.5,0.7,11.7,11.9,0.3,0.8,1.1,0.054000000000000006,-1.7,-0.8,-2.5,-0.1
1418,Donald Sloan,PG,28.0,BRK,61.0,1318.0,13.9,0.536,0.28300000000000003,0.297,1.4,13.5,7.4,30.0,1.2,0.2,16.8,16.1,1.7,0.3,2.0,0.071,-0.3,-2.1,-2.4,-0.1
1419,Marcus Smart,PG,21.0,BOS,61.0,1667.0,11.3,0.46299999999999997,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,0.5,2.4,2.9,0.083,-0.6,1.3,0.7,1.1
1420,Greg Smith,PF,25.0,MIN,18.0,192.0,7.9,0.545,0.0,0.531,7.4,17.9,12.7,4.6,1.1,0.4,15.1,10.8,0.1,0.1,0.2,0.045,-3.0,-1.2,-4.3,-0.1
1421,Ish Smith,PG,27.0,TOT,77.0,2239.0,14.9,0.465,0.17600000000000002,0.182,2.0,13.3,7.5,38.3,1.9,0.8,14.4,23.9,0.0,1.3,1.3,0.027000000000000003,-0.6,-1.1,-1.7,0.1
1422,J.R. Smith,SG,30.0,CLE,77.0,2362.0,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18.0,3.0,2.5,5.5,0.111,1.8,-0.4,1.3,2.0
1423,Jason Smith,C,29.0,ORL,76.0,1181.0,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,0.4,1.4,1.8,0.07200000000000001,-3.1,0.6,-2.5,-0.1
1424,Josh Smith,PF,30.0,TOT,55.0,880.0,10.6,0.439,0.41,0.192,6.4,17.4,11.9,15.9,1.9,4.3,16.9,22.9,-1.2,1.2,0.0,0.0,-3.6,1.6,-2.0,0.0
1425,Russ Smith,PG,24.0,MEM,15.0,66.0,10.5,0.415,0.22699999999999998,0.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,-0.1,0.1,-0.1,-0.040999999999999995,-5.0,0.3,-4.8,0.0
1426,Tony Snell,SF,24.0,CHI,64.0,1301.0,6.4,0.478,0.457,0.09699999999999999,1.6,14.3,8.1,6.9,0.6,1.0,12.8,13.7,-0.5,1.0,0.4,0.016,-3.4,-0.7,-4.1,-0.7
1427,Marreese Speights,C,28.0,GSW,72.0,832.0,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3.0,11.5,29.7,0.5,1.2,1.8,0.102,-2.9,-1.1,-3.9,-0.4
1428,Tiago Splitter,C,31.0,ATL,36.0,579.0,13.7,0.5710000000000001,0.013000000000000001,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12.0,15.5,0.9,0.9,1.7,0.14400000000000002,-1.9,1.1,-0.8,0.2
1429,Nik Stauskas,SG,22.0,PHI,73.0,1809.0,9.2,0.517,0.596,0.217,1.3,10.0,5.5,12.0,1.2,0.8,13.6,16.7,0.0,0.5,0.5,0.012,-1.7,-1.9,-3.6,-0.7
1430,Lance Stephenson,SF,25.0,TOT,69.0,1372.0,13.5,0.5479999999999999,0.165,0.23399999999999999,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,0.9,1.3,2.2,0.076,-1.1,-0.3,-1.4,0.2
1431,Alex Stepheson,PF,28.0,TOT,8.0,73.0,14.8,0.341,0.0,0.444,28.5,14.5,21.8,4.3,0.7,6.0,0.0,19.8,0.0,0.1,0.1,0.068,-2.0,-1.1,-3.2,0.0
1432,Jarnell Stokes,C,22.0,TOT,7.0,18.0,20.0,0.595,0.0,0.4,6.1,18.8,12.6,9.6,2.8,0.0,0.0,14.9,0.1,0.0,0.1,0.209,-0.1,-1.0,-1.0,0.0
1433,Amar'e Stoudemire,C,33.0,MIA,52.0,762.0,17.3,0.599,0.0,0.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.7,1.4,-0.4,0.3
1434,Rodney Stuckey,PG,29.0,IND,58.0,1275.0,12.6,0.504,0.187,0.35700000000000004,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,0.5,1.5,2.0,0.077,-2.1,-0.3,-2.5,-0.2
1435,Jared Sullinger,PF,23.0,BOS,81.0,1915.0,16.7,0.47600000000000003,0.128,0.2,10.6,27.0,18.7,15.5,1.9,1.9,10.4,21.8,1.3,3.6,4.8,0.121,-1.2,2.3,1.1,1.5
1436,Edy Tavares,C,23.0,ATL,11.0,73.0,14.4,0.555,0.0,0.42100000000000004,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,0.0,0.1,0.2,0.106,-4.9,2.5,-2.3,0.0
1437,Jeff Teague,PG,27.0,ATL,79.0,2255.0,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,2.8,3.0,5.9,0.125,1.2,-0.9,0.3,1.3
1438,Mirza Teletovic,PF,30.0,PHO,79.0,1686.0,16.2,0.5710000000000001,0.5920000000000001,0.19899999999999998,3.5,16.3,9.7,9.1,0.9,1.0,9.0,23.4,2.9,0.9,3.8,0.109,2.3,-2.7,-0.5,0.7
1439,Garrett Temple,SF,29.0,WAS,80.0,1951.0,9.3,0.52,0.511,0.248,2.0,10.3,6.1,10.0,1.7,0.7,10.3,14.0,1.0,1.7,2.7,0.066,-1.0,0.1,-1.0,0.5
1440,Jason Terry,SG,38.0,HOU,72.0,1258.0,10.2,0.54,0.6940000000000001,0.08800000000000001,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15.0,1.1,0.4,1.5,0.057,-0.2,-2.6,-2.8,-0.3
1441,Isaiah Thomas,PG,26.0,BOS,82.0,2644.0,21.5,0.562,0.336,0.39399999999999996,1.8,8.0,4.9,32.7,1.7,0.3,11.9,29.6,7.2,2.5,9.7,0.177,5.0,-2.0,3.0,3.3
1442,Lance Thomas,PF,27.0,NYK,59.0,1313.0,10.4,0.557,0.285,0.312,2.9,8.0,5.4,6.4,0.9,0.4,11.6,16.9,1.2,0.5,1.7,0.062,-1.2,-2.1,-3.2,-0.4
1443,Hollis Thompson,SG,24.0,PHI,77.0,2154.0,9.2,0.525,0.5760000000000001,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,0.7,0.5,1.2,0.026000000000000002,-1.1,-2.0,-3.1,-0.6
1444,Jason Thompson,C,29.0,TOT,47.0,471.0,14.2,0.5579999999999999,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,0.9,0.7,1.6,0.165,-1.3,1.6,0.3,0.3
1445,Klay Thompson,SG,25.0,GSW,80.0,2666.0,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,5.5,2.6,8.0,0.14400000000000002,2.9,-2.2,0.7,1.8
1446,Tristan Thompson,PF,24.0,CLE,82.0,2269.0,15.9,0.611,0.0,0.5760000000000001,13.5,23.3,18.4,4.0,0.9,1.8,10.4,11.7,5.6,3.1,8.7,0.185,0.2,1.3,1.5,2.0
1447,Marcus Thornton,SG,28.0,TOT,61.0,1109.0,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,1.0,0.7,1.7,0.07400000000000001,0.7,-2.9,-2.1,0.0
1448,Anthony Tolliver,PF,30.0,DET,72.0,1341.0,10.2,0.5429999999999999,0.8190000000000001,0.142,3.1,16.1,9.3,5.6,1.0,0.9,7.4,12.4,1.5,1.3,2.8,0.1,0.0,0.0,0.0,0.7
1449,Axel Toupane,SF,23.0,DEN,21.0,305.0,7.1,0.49,0.5710000000000001,0.243,2.9,8.5,5.6,7.0,1.2,1.6,7.2,12.0,0.2,0.1,0.3,0.049,-1.7,-1.1,-2.8,-0.1
1450,Karl-Anthony Towns,C,20.0,MIN,82.0,2627.0,22.5,0.59,0.076,0.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,1.6,1.1,2.8,3.2
1451,P.J. Tucker,SF,30.0,PHO,82.0,2540.0,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2.0,0.6,14.7,12.7,1.5,1.9,3.5,0.066,-0.7,1.3,0.6,1.7
1452,Evan Turner,SG,27.0,BOS,81.0,2271.0,13.6,0.513,0.11,0.23800000000000002,2.3,16.5,9.3,23.9,1.7,1.0,16.9,18.8,1.0,3.0,4.0,0.085,-1.9,1.3,-0.7,0.8
1453,Myles Turner,C,19.0,IND,60.0,1367.0,15.4,0.531,0.026000000000000002,0.228,5.5,21.0,13.3,5.0,0.9,5.1,10.3,20.9,0.8,2.3,3.1,0.109,-3.7,1.4,-2.3,-0.1
1454,Beno Udrih,PG,33.0,TOT,44.0,707.0,9.5,0.496,0.222,0.10099999999999999,1.3,10.0,5.8,24.9,1.0,0.1,20.4,16.7,-0.1,0.5,0.4,0.028999999999999998,-2.8,-2.0,-4.8,-0.5
1455,Jonas Valanciunas,C,23.0,TOR,60.0,1557.0,22.6,0.61,0.0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,4.5,2.4,6.9,0.21100000000000002,0.7,0.4,1.1,1.2
1456,Anderson Varejao,C,33.0,TOT,53.0,496.0,11.1,0.473,0.008,0.40299999999999997,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15.0,0.3,0.8,1.0,0.10099999999999999,-3.8,1.4,-2.4,0.0
